,GEN,NIT,SAM,SXT,CAZ,CIP,TOB,TZP,TCY,AMK,LVX,MEM,ETP,CZO,CXM,IPM,FOX
GCA_022073485,S,R,R,S,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022073525,R,R,R,R,R,R,R,R,I,S,R,R,,R,R,R,R
GCA_022073585,S,,R,R,R,R,R,I,S,R,R,S,,R,R,S,S
GCA_022073605,S,,I,S,R,S,S,S,S,S,S,S,,R,R,S,S
GCA_022073625,R,R,R,R,R,R,I,S,R,S,S,S,,R,R,S,S
GCA_022073645,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022073665,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,I
GCA_022073685,R,S,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022073705,R,R,R,R,R,R,I,R,I,S,R,R,,R,R,R,R
GCA_022073765,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022073785,S,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,R
GCA_022073805,S,S,R,S,R,R,S,I,R,S,R,S,,R,R,S,I
GCA_022073845,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022073865,S,,R,R,R,R,R,I,S,R,R,S,,R,R,S,S
GCA_022073885,R,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022073905,R,,R,R,R,R,I,R,I,S,R,R,,R,R,R,R
GCA_022073925,I,,R,R,S,R,S,S,R,S,R,S,,R,R,S,S
GCA_022073945,S,I,R,S,S,I,S,S,R,S,S,S,,R,R,S,S
GCA_022073985,S,R,R,R,R,R,S,I,I,S,R,S,,R,R,S,R
GCA_022074005,S,,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022074025,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022074045,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022074065,S,,R,S,R,R,R,R,I,S,R,S,,R,R,S,R
GCA_022074085,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022074105,S,R,R,R,R,R,R,S,S,S,R,S,,R,R,S,S
GCA_022074125,S,R,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022074145,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022074185,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022074205,R,,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022074225,S,R,R,S,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022074245,R,R,R,R,R,R,R,R,S,I,R,S,,R,R,S,I
GCA_022074265,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022074385,S,R,R,R,R,R,I,I,S,S,R,S,,R,R,S,S
GCA_022074395,R,R,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022074445,S,,R,R,R,R,R,R,S,R,R,I,,R,R,R,R
GCA_022074465,S,R,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022074485,S,,R,R,R,R,R,R,I,I,R,S,,R,R,S,I
GCA_022074495,S,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022074525,R,,R,R,R,R,R,R,S,S,R,R,,R,R,I,R
GCA_022074545,R,,R,S,R,R,I,R,I,S,R,S,,R,R,S,I
GCA_022074565,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022074585,R,R,R,R,R,R,R,R,I,I,R,S,,R,R,S,I
GCA_022074605,S,,R,S,R,S,S,R,R,S,S,S,,R,R,S,R
GCA_022074625,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022074645,S,,R,S,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022074665,S,,R,S,I,S,S,R,R,S,S,S,,R,R,S,R
GCA_022074685,S,R,R,R,R,R,R,S,S,R,R,S,,R,R,S,S
GCA_022074705,S,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022074725,S,,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022074745,S,R,R,R,R,R,R,R,I,R,R,S,,R,R,S,R
GCA_022074765,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022074785,S,,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022074805,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022074825,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022074845,S,,R,S,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022074865,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022074885,S,,R,S,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022074905,R,,R,R,R,R,I,S,R,S,R,S,,R,R,S,I
GCA_022074925,S,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022074965,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022074985,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022075005,R,R,R,S,R,R,I,R,I,S,R,S,,R,R,S,I
GCA_022075025,S,,R,R,R,R,R,I,S,S,R,S,,R,R,S,S
GCA_022075045,S,R,R,R,R,R,R,R,S,I,R,S,,R,R,R,I
GCA_022075085,S,R,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022075105,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022075125,R,R,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022075145,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,I
GCA_022075165,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022075185,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022075205,S,,R,S,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022075225,R,,R,R,R,R,S,I,R,S,R,S,,R,R,S,S
GCA_022075245,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022075265,R,I,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022075285,S,,R,R,R,R,S,R,R,S,R,R,,R,R,R,I
GCA_022075365,S,,R,R,S,S,S,I,R,S,S,S,,S,R,S,R
GCA_022075375,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022075405,S,,R,S,S,R,S,S,S,S,R,S,,R,R,S,I
GCA_022075465,R,R,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022075485,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022075505,S,R,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022075525,R,R,R,R,R,R,R,I,S,S,R,S,,R,R,S,S
GCA_022075565,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022075585,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022075605,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022075625,S,,R,S,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022075665,S,R,R,R,R,R,R,R,S,I,R,I,,R,R,R,R
GCA_022075685,S,S,I,S,I,S,S,S,S,S,S,S,,R,R,S,S
GCA_022075705,R,I,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022075725,R,S,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022075765,S,,R,S,R,R,R,R,S,R,R,S,,R,R,S,S
GCA_022075785,S,,R,R,R,R,R,R,S,I,R,R,,R,R,S,R
GCA_022075805,R,,R,R,R,R,I,R,R,S,R,R,,R,R,S,R
GCA_022075815,S,R,R,S,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022075845,S,R,R,R,R,R,I,R,I,S,R,S,,R,R,S,I
GCA_022075905,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022075925,S,R,I,S,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022075945,S,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022075965,R,R,R,S,R,R,R,R,S,I,R,S,,R,R,S,R
GCA_022075985,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076005,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022076025,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076045,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022076065,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022076085,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022076105,S,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,S
GCA_022076125,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022076145,S,R,R,R,R,R,R,R,S,I,R,I,,R,R,R,R
GCA_022076165,R,R,R,R,R,R,R,R,S,R,R,S,,R,R,S,S
GCA_022076185,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022076205,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022076225,S,R,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022076235,S,I,R,S,R,R,S,I,R,S,R,S,,R,R,S,R
GCA_022076265,R,,R,S,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022076285,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076305,S,R,R,R,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022076325,S,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,S
GCA_022076345,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022076365,R,,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022076405,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076445,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076485,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076505,S,,R,S,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022076525,S,,R,S,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022076625,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076645,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076705,S,R,R,R,I,S,S,S,R,S,S,S,,R,R,S,S
GCA_022076725,S,R,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022076745,R,I,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022076765,S,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022076785,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022076805,S,,R,R,R,R,R,R,R,I,R,I,,R,R,S,R
GCA_022076825,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022076845,S,S,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022076885,S,,R,R,R,R,I,R,R,S,R,S,,R,R,S,S
GCA_022076905,S,R,R,R,R,R,R,I,S,R,R,S,,R,R,S,I
GCA_022076925,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076945,S,,R,R,R,R,S,R,I,S,R,S,,R,R,S,R
GCA_022076965,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022076985,S,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022077005,R,R,R,R,R,R,S,I,R,S,R,S,,R,R,S,S
GCA_022077025,S,R,R,R,I,I,S,I,R,S,S,S,,R,R,S,S
GCA_022077045,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022077065,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022077085,S,R,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022077105,S,,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022077125,R,R,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022077145,R,,R,R,R,R,R,R,I,I,R,S,,R,R,S,R
GCA_022077165,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022077185,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,R
GCA_022077205,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022077225,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022077245,S,,R,R,R,R,R,R,S,I,R,I,,R,R,R,R
GCA_022077265,S,,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022077285,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,I
GCA_022077305,R,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022077325,I,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022077345,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022077365,S,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022077385,R,I,R,R,I,R,R,R,R,S,R,S,,R,R,S,S
GCA_022077405,R,R,R,S,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022077425,R,,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022077445,R,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022077465,I,R,R,R,R,R,R,R,S,R,R,R,,R,R,S,R
GCA_022077485,S,,I,R,R,I,S,S,S,S,S,S,,R,R,S,S
GCA_022077505,S,,I,R,R,I,S,S,S,S,S,S,,R,R,S,S
GCA_022077525,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022077545,R,,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022077565,R,,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022077595,R,,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022077625,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022077645,S,,R,S,R,R,R,R,S,I,R,R,,R,R,S,R
GCA_022077665,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022077685,R,,R,S,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022077705,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022077725,S,,R,R,R,R,R,R,S,R,R,R,,R,R,S,R
GCA_022077745,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022077765,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022077785,I,,R,R,R,I,I,I,I,S,I,S,,R,R,S,R
GCA_022077805,R,,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022077825,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022077845,R,,R,R,R,R,R,R,R,S,R,I,,R,R,S,R
GCA_022077865,R,,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022077885,S,,R,S,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022077905,R,R,R,S,R,R,I,R,I,S,R,S,,R,R,S,S
GCA_022077925,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022077945,R,S,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022077965,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,I
GCA_022077985,R,,R,R,R,R,S,R,R,S,R,I,,R,R,R,R
GCA_022078005,S,,R,R,R,R,I,R,I,S,R,R,,R,R,R,R
GCA_022078025,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022078035,R,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022078065,R,,R,R,R,R,R,I,S,S,R,S,,R,R,S,S
GCA_022078085,R,R,R,R,R,I,I,S,R,S,S,S,,R,R,S,S
GCA_022078105,S,R,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022078125,I,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,I
GCA_022078145,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022078165,S,R,R,R,I,I,S,R,R,S,S,S,,R,R,S,S
GCA_022078185,R,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022078205,S,R,R,S,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022078225,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022078245,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022078265,S,R,R,R,R,S,S,S,S,S,S,S,,R,R,S,S
GCA_022078285,R,R,R,R,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022078305,S,R,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022078325,S,,R,R,R,R,R,R,S,R,R,S,,R,R,R,R
GCA_022078345,S,R,R,S,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022078365,S,R,R,R,I,I,S,R,R,S,S,S,,R,R,S,S
GCA_022078385,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022078405,S,R,R,R,R,R,R,R,I,R,R,I,,R,R,R,R
GCA_022078445,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022078505,S,,R,R,R,R,R,I,R,S,I,S,,R,R,S,R
GCA_022078525,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022078545,S,R,R,R,R,R,R,I,S,R,R,S,,R,R,S,S
GCA_022078555,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022078585,S,R,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022078605,S,,R,R,R,R,R,R,S,R,R,S,,R,R,S,R
GCA_022078625,R,,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022078645,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022078665,S,R,R,R,R,R,R,R,R,S,R,R,,R,R,S,R
GCA_022078685,S,I,R,R,R,R,S,I,R,S,R,S,,R,R,S,I
GCA_022078705,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022078725,S,R,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022078745,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022078765,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022078785,R,I,R,R,R,R,R,S,R,S,R,S,,R,R,S,S
GCA_022078805,R,R,R,R,R,S,R,R,S,I,S,S,,R,R,S,S
GCA_022078825,I,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R
GCA_022078845,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022078865,R,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,R
GCA_022078885,S,R,R,R,R,R,R,R,S,R,R,S,,R,R,S,R
GCA_022078905,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022078925,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022078945,S,R,R,R,R,R,S,R,I,S,R,S,,R,R,S,R
GCA_022078965,R,R,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022079005,S,,R,R,R,R,R,R,S,R,R,S,,R,R,R,R
GCA_022079025,R,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022079045,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022079065,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,I
GCA_022079105,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022079125,S,,I,S,S,S,S,S,R,S,S,S,,S,R,S,R
GCA_022079165,R,R,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022079185,R,R,R,S,R,R,I,R,S,S,R,S,,R,R,S,I
GCA_022079225,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022079245,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022079315,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022079355,R,,R,R,R,R,I,I,R,S,R,S,,R,R,S,R
GCA_022079375,I,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022079395,I,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022079415,S,,R,R,R,R,I,R,R,S,R,S,,R,R,S,S
GCA_022079435,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022079455,R,R,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022079475,S,,R,R,R,R,R,R,S,R,R,I,,R,R,S,R
GCA_022079495,S,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022079515,S,R,R,R,R,R,S,R,I,S,R,R,,R,R,R,R
GCA_022079535,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022079555,S,,R,S,R,S,S,R,R,S,S,S,,R,R,S,R
GCA_022079575,R,,R,S,R,R,I,R,S,S,R,S,,R,R,S,S
GCA_022079595,R,R,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022079615,S,I,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022079635,S,,I,R,R,S,S,S,R,S,S,S,,R,R,S,R
GCA_022079655,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022079675,S,,R,R,R,R,R,R,R,I,R,R,,R,R,R,R
GCA_022079695,S,I,R,S,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022079735,S,,R,S,S,S,S,R,R,S,S,S,,R,S,S,S
GCA_022079755,S,,R,R,R,R,I,S,R,S,S,S,,R,R,S,S
GCA_022079775,S,,I,S,R,R,R,I,S,S,R,S,,R,R,S,S
GCA_022079795,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022079815,S,S,R,S,I,S,S,R,R,S,S,S,,R,S,S,S
GCA_022079835,S,,R,R,R,S,R,I,R,S,S,S,,R,R,S,S
GCA_022079855,R,R,R,R,S,R,R,R,R,S,R,S,,R,R,S,R
GCA_022079875,R,,R,R,R,R,I,S,S,S,R,S,,R,R,S,S
GCA_022079895,S,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022079915,R,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022079935,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022079955,R,,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022079975,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022079995,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022080005,S,,R,R,R,S,R,R,R,S,S,S,,R,R,S,S
GCA_022080035,S,,R,R,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022080055,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022080075,I,S,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022080095,R,S,R,R,I,S,R,S,S,S,S,S,,R,R,S,S
GCA_022080115,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022080135,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022080155,S,,I,S,R,R,R,I,S,S,R,S,,R,R,S,S
GCA_022080175,S,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022080195,R,R,R,R,R,R,R,I,S,S,S,S,,R,R,S,S
GCA_022080215,S,R,R,R,R,R,I,I,R,S,R,S,,R,R,S,R
GCA_022080235,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,S
GCA_022080275,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022080295,R,R,R,S,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022080315,R,,R,S,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022080335,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,I
GCA_022080355,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,I
GCA_022080375,R,R,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022080395,R,R,R,R,R,R,S,R,R,S,R,R,,R,R,S,R
GCA_022080415,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022080435,S,R,R,S,R,R,S,S,S,S,R,S,,R,R,S,R
GCA_022080455,R,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022080475,I,R,R,S,S,R,R,R,I,R,R,S,,R,R,S,I
GCA_022080495,S,R,I,R,R,R,R,S,S,I,R,S,,R,R,S,I
GCA_022080515,R,,R,R,S,R,R,R,R,S,R,S,,R,R,S,R
GCA_022080535,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022080555,R,S,R,R,R,I,I,S,R,S,S,S,,R,R,S,S
GCA_022080575,R,R,I,S,R,R,I,S,I,S,I,S,,R,R,S,I
GCA_022080595,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022080615,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022080635,R,R,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022080655,R,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022080675,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022080695,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022080715,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022080735,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022080755,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,S
GCA_022080775,R,,R,R,R,R,R,I,R,S,S,S,,R,R,S,S
GCA_022080795,S,I,S,S,I,I,I,S,S,S,S,S,,R,S,S,S
GCA_022080815,R,,R,R,R,R,I,R,S,S,R,S,,R,R,S,R
GCA_022080835,S,R,R,R,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022080855,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022080875,S,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022080895,R,R,R,R,R,R,I,R,R,S,R,S,,R,R,S,R
GCA_022080915,S,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,I
GCA_022081035,I,R,R,S,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022081055,R,R,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022081075,R,,R,S,S,R,R,R,S,S,S,S,,S,I,S,S
GCA_022081095,S,R,R,S,R,R,S,I,S,S,R,S,,R,R,S,R
GCA_022081115,S,,R,S,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022081135,R,R,R,R,R,R,S,S,R,S,R,S,,R,R,S,I
GCA_022081155,R,R,R,R,R,R,I,I,I,S,R,S,,R,R,S,S
GCA_022081175,S,,R,S,R,R,S,S,R,S,R,S,,R,R,S,R
GCA_022081195,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022081215,R,,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022081235,S,,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022081255,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022081275,R,,R,R,R,R,R,R,R,S,S,S,,R,R,S,S
GCA_022081295,R,R,R,R,R,R,R,R,S,S,R,S,,R,R,S,S
GCA_022081315,I,R,R,S,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022081335,S,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022081355,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,S
GCA_022081375,S,R,R,R,R,R,R,R,S,S,R,R,,R,R,R,R
GCA_022081395,S,I,R,R,R,R,I,R,I,S,R,S,,R,R,S,S
GCA_022081415,S,,R,R,R,R,S,S,R,S,R,S,,R,R,S,R
