,GEN,NIT,SAM,SXT,CAZ,CIP,TOB,TZP,TCY,AMK,LVX,MEM,ETP,CZO,CXM,IPM,FOX
GN091572,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN091590,S,I,R,S,R,R,S,S,R,S,S,S,S,R,R,S,I
GN091601,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100136,S,R,R,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN100137,R,I,R,R,R,S,I,S,R,R,S,I,R,R,R,R,R
GN100140,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN100142,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN100143,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN100222,R,S,R,R,R,R,R,S,R,S,I,S,I,R,R,I,R
GN100224,S,S,I,S,S,S,S,S,R,S,S,S,S,R,R,S,S
GN100233,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,R
GN100310,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN100373,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN100402,R,R,R,R,S,I,S,S,R,S,S,S,S,S,R,S,R
GN100422,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100424,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100426,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,I
GN100427,S,I,I,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN100449,S,I,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN100451,R,I,R,R,R,R,R,R,I,S,I,R,S,R,R,R,R
GN100552,R,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100554,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN100623,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN100624,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN100635,R,I,R,R,S,R,R,S,R,S,R,S,S,R,S,S,S
GN100637,R,I,I,R,S,R,S,S,R,S,R,S,S,S,S,S,S
GN100643,R,R,R,R,S,R,R,S,R,R,R,S,S,R,I,S,I
GN100646,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100649,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100655,S,S,I,R,I,R,S,S,R,S,R,S,S,S,S,S,S
GN100656,R,R,R,R,S,R,I,S,I,S,R,S,S,S,R,S,I
GN100658,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100664,S,R,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN100668,R,R,R,R,S,R,S,S,R,S,R,S,S,S,S,S,S
GN100669,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100670,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN100673,S,S,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN100678,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN100847,R,I,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN100881,R,R,R,S,R,R,R,S,R,R,R,S,I,R,R,I,R
GN100929,R,R,R,S,I,R,I,S,R,S,R,S,S,R,R,S,R
GN100930,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,R
GN100933,R,S,R,R,R,R,I,I,R,S,I,S,S,R,R,S,R
GN100939,R,I,R,R,S,R,R,S,R,R,R,S,S,R,R,S,S
GN100940,R,R,R,R,I,R,I,R,I,S,R,S,S,R,R,S,S
GN100942,S,R,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S
GN101049,S,R,I,R,I,R,R,S,S,S,R,S,S,R,R,S,S
GN101082,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN101087,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN101088,S,R,I,R,S,R,S,S,I,S,S,S,S,R,I,S,S
GN101092,R,I,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R
GN101093,S,R,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN101095,R,R,I,R,S,R,S,S,R,S,S,S,S,R,S,S,S
GN101096,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,S
GN101098,R,R,R,R,S,R,S,S,R,S,R,S,S,R,I,S,S
GN101241,I,R,R,R,R,R,I,R,R,S,S,S,I,R,R,I,S
GN101361,S,R,R,R,I,R,S,S,R,S,I,S,S,R,R,R,R
GN101469,R,R,R,R,S,R,R,S,R,S,R,S,S,S,I,S,S
GN101475,R,R,R,S,R,R,I,R,I,S,I,S,R,R,R,R,R
GN101478,R,R,R,R,R,R,R,R,R,R,R,S,I,R,R,R,R
GN101479,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN101486,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S
GN101489,S,R,R,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN101490,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN101492,R,R,R,S,R,R,I,S,I,S,R,S,R,R,R,R,R
GN101670,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN101680,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,S
GN101681,S,R,I,R,S,R,S,S,I,S,I,S,S,S,I,S,I
GN101682,S,R,R,S,S,R,S,S,R,S,I,S,S,R,R,S,R
GN101684,S,R,R,S,S,S,S,S,R,S,S,S,S,R,R,S,S
GN101685,S,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN101687,S,R,R,S,R,S,S,S,I,S,S,S,S,R,R,S,S
GN101688,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN101689,S,R,R,R,S,S,S,S,R,S,R,S,S,R,R,S,S
GN101692,R,R,R,S,S,R,R,S,R,S,R,S,S,R,R,S,S
GN101693,R,R,R,S,R,R,R,R,R,R,R,S,S,R,R,S,R
GN101695,R,R,R,S,S,S,S,S,R,S,S,S,S,R,R,S,S
GN101696,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN101698,R,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN101700,I,R,R,R,S,R,I,S,R,S,R,S,S,S,S,S,S
GN101701,R,R,R,R,S,S,I,R,R,S,S,S,S,R,R,S,S
GN101702,R,R,R,S,I,S,S,R,R,S,S,S,S,R,I,S,S
GN101704,R,I,R,R,S,R,I,S,R,S,R,S,S,R,R,S,S
GN101705,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN101706,R,R,R,R,S,R,R,R,R,I,R,S,S,S,R,S,S
GN101707,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN101709,R,R,R,R,S,S,S,S,R,S,S,S,S,R,R,S,S
GN101711,I,R,I,S,S,S,S,S,I,S,S,S,S,S,S,R,S
GN110015,R,S,R,R,R,R,R,S,R,R,R,S,I,R,R,S,R
GN110022,S,S,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN110025,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN110028,S,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,I
GN110039,R,I,R,R,I,R,R,S,R,S,R,S,S,R,R,S,R
GN110054,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,I
GN110072,R,R,R,R,R,R,R,S,R,R,R,S,R,R,R,R,R
GN110076,S,R,R,R,I,R,S,S,R,S,I,S,S,R,R,R,R
GN110077,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN110080,R,R,R,S,R,R,I,R,R,S,R,S,S,R,R,S,I
GN110092,R,R,R,S,R,R,R,R,R,S,R,S,S,R,R,S,I
GN110103,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN110274,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,I,R
GN110280,S,R,R,R,R,R,I,S,R,S,R,S,S,R,R,I,I
GN110292,S,R,R,R,S,S,R,S,R,S,I,S,S,R,R,S,R
GN110299,R,R,R,R,R,R,S,S,R,R,R,S,S,R,R,S,R
GN110306,R,I,R,R,S,S,S,S,R,S,S,S,S,S,S,S,S
GN110307,R,I,R,R,S,S,I,S,R,S,S,S,S,R,R,S,S
GN110314,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN110322,R,R,R,S,S,S,S,S,R,S,R,S,S,R,R,S,S
GN110324,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN110337,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,R
GN110339,S,R,R,R,R,S,S,S,I,S,R,S,S,R,R,S,I
GN110341,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN110352,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN110353,R,R,R,R,R,R,R,R,R,S,I,S,S,R,R,S,S
GN110395,R,S,R,R,R,R,R,S,R,R,S,S,S,R,R,R,R
GN110409,R,R,R,R,R,R,R,S,R,S,R,S,I,R,R,S,I
GN110419,S,I,R,S,S,S,S,S,R,S,S,S,S,S,R,I,S
GN110423,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,R
GN110447,S,R,R,S,S,S,S,S,R,S,S,S,S,S,R,S,R
GN110452,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN110478,S,R,R,R,S,S,S,S,R,S,S,S,S,S,R,S,S
GN110496,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN110524,S,R,R,R,R,S,R,I,R,S,R,S,S,R,R,S,R
GN110525,R,S,R,R,S,S,I,S,R,S,I,S,S,R,R,S,S
GN110543,R,S,R,R,R,S,I,S,R,S,I,S,S,R,R,S,S
GN110545,S,R,R,S,S,S,S,S,R,S,S,S,S,S,R,I,I
GN110548,R,R,R,R,S,S,I,S,R,S,I,S,S,R,R,S,S
GN110567,S,S,I,R,R,S,S,S,R,S,R,S,S,R,S,S,R
GN110571,R,R,R,R,R,S,R,S,R,R,I,S,S,R,R,R,R
GN110601,S,I,R,R,R,S,S,S,R,S,I,S,S,R,R,S,S
GN110610,R,S,R,R,S,S,I,S,R,S,I,S,S,R,R,S,S
GN110619,S,I,R,S,R,R,I,I,R,S,S,R,R,R,R,R,R
GN110632,S,I,R,S,R,S,S,S,I,S,S,S,S,R,R,S,S
GN110695,S,I,I,S,S,S,S,S,R,S,S,S,S,S,S,S,I
GN110702,S,R,R,S,R,S,R,S,R,S,S,S,S,R,R,S,I
GN110707,S,I,R,R,R,S,R,R,R,S,I,S,S,R,R,S,I
GN110710,S,I,R,R,S,S,S,S,R,S,S,S,S,S,R,S,S
GN110722,S,R,R,S,S,S,S,S,R,S,S,S,S,S,R,S,R
GN110733,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN110736,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN110738,S,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,R
GN110758,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN110771,R,R,R,R,S,R,R,I,S,S,R,S,S,R,I,S,I
GN110777,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN110785,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN110806,R,R,R,R,S,R,R,S,I,S,R,S,S,S,R,S,R
GN110812,S,R,R,R,S,R,S,S,R,S,S,S,S,S,R,S,S
GN110836,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN110838,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN110845,S,I,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S
GN110847,R,R,R,S,R,R,R,R,R,R,R,S,R,R,R,R,R
GN110852,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN110854,S,I,R,R,I,R,S,S,S,S,I,S,S,R,R,S,S
GN110870,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,R,R
GN110881,R,I,R,R,I,R,S,S,R,S,I,S,S,R,R,S,S
GN110892,S,I,R,S,I,S,S,S,S,S,S,S,S,R,R,I,R
GN110911,S,I,R,R,S,S,S,S,R,S,S,S,S,S,S,S,S
GN110949,S,R,R,S,R,R,R,I,R,S,R,S,S,R,R,S,R
GN111065,R,R,R,R,I,R,R,S,R,R,R,S,S,R,R,S,I
GN111066,S,R,R,R,R,R,I,I,I,S,R,S,S,R,R,R,R
GN111079,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,I,S
GN111083,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN111090,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN111124,R,R,R,R,R,R,R,S,R,S,R,S,I,R,R,I,R
GN111125,S,I,I,S,S,S,S,S,R,S,R,S,S,S,S,S,S
GN111169,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN111180,S,I,R,R,R,S,S,S,R,S,S,S,S,R,R,S,I
GN111266,S,R,R,S,R,R,S,S,R,S,R,S,S,R,R,S,S
GN111268,R,R,R,R,S,R,I,S,R,S,I,S,S,R,I,S,S
GN111270,R,R,R,R,S,R,S,S,R,S,S,S,S,R,R,S,S
GN111272,S,I,R,R,I,S,S,S,R,S,S,S,S,R,R,S,I
GN111277,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN111284,S,I,R,S,R,R,S,S,R,S,S,S,S,R,R,I,R
GN111302,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN111420,S,I,R,S,S,S,S,R,R,S,S,S,S,R,S,S,S
GN111432,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN111436,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120117,S,R,R,R,S,I,S,S,R,S,I,S,S,S,R,S,I
GN120280,I,R,R,R,R,R,R,R,R,R,R,S,R,R,R,S,R
GN120287,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN120295,R,I,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN120319,S,I,R,S,S,R,S,S,R,S,S,S,S,S,S,S,S
GN120335,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,S,R
GN120336,S,R,I,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN120345,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,I
GN120356,R,R,R,R,I,R,R,I,R,R,R,S,S,R,R,S,I
GN120358,R,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,I
GN120403,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,S
GN120406,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN120418,R,R,R,R,R,R,S,R,R,S,I,S,S,R,R,S,R
GN120427,S,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN120432,S,R,R,R,S,R,R,I,R,S,S,S,S,R,R,S,S
GN120438,R,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,S
GN120450,S,I,I,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN120452,R,R,R,R,R,R,I,R,R,S,R,R,R,R,R,R,R
GN120461,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,S
GN120473,S,S,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN120483,S,I,R,S,S,R,S,S,R,S,I,S,S,S,I,S,S
GN120485,R,S,R,R,R,I,S,R,R,S,S,R,R,R,R,R,R
GN120495,S,I,R,R,S,S,S,S,R,S,S,S,S,S,R,S,S
GN120500,S,S,R,S,S,R,R,S,R,S,S,S,S,S,R,S,S
GN120571,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,I
GN120585,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN120622,S,I,I,S,S,S,S,S,R,S,S,S,I,S,S,S,S
GN120628,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN120629,I,I,R,R,S,S,S,S,R,S,R,S,S,S,I,S,S
GN120632,S,R,R,R,I,R,S,I,R,S,S,S,R,R,R,I,R
GN120637,S,S,I,S,S,S,S,S,R,S,S,S,S,S,R,S,S
GN120651,S,I,R,S,R,R,S,S,I,S,I,S,S,R,R,S,S
GN120657,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120659,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120662,S,R,R,S,R,S,S,S,S,S,S,S,S,R,R,S,I
GN120663,S,R,R,S,R,S,S,R,S,S,S,R,R,R,R,R,I
GN120664,S,R,R,S,R,S,S,R,S,S,S,R,R,R,R,R,R
GN120670,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN120675,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN120705,S,R,R,S,R,I,S,R,I,S,S,R,R,R,R,R,R
GN120724,S,I,R,S,R,S,S,R,S,S,S,R,R,R,R,R,I
GN120730,R,R,R,R,R,R,I,R,R,S,R,S,S,R,R,S,R
GN120733,S,I,R,S,I,S,S,I,S,S,S,S,R,R,S,S,S
GN120743,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120746,S,I,R,R,R,R,R,R,R,S,R,R,R,R,R,R,I
GN120750,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120752,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120779,S,R,R,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN120782,R,R,R,R,S,R,I,I,R,S,I,S,S,R,R,S,S
GN120794,R,R,R,R,S,R,I,S,R,S,S,S,S,R,R,S,S
GN120800,R,R,R,S,R,R,R,S,S,R,S,S,S,R,R,R,R
GN120810,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120816,R,R,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN120832,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN120835,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN120837,R,R,R,R,R,R,I,R,R,S,R,S,S,R,R,S,S
GN120840,R,R,R,S,R,I,R,S,S,R,S,S,S,R,R,S,R
GN120841,R,R,R,R,R,R,R,S,R,S,I,S,S,R,R,S,S
GN120843,R,R,R,R,R,R,R,S,R,S,I,S,S,R,R,S,I
GN120888,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,I
GN120903,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,I
GN120940,R,R,R,R,R,R,S,I,R,S,R,S,S,R,R,S,S
GN120949,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN120956,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN120970,R,R,R,R,S,R,I,S,R,S,S,S,S,R,R,S,S
GN120973,R,R,R,S,S,S,S,S,R,S,S,S,S,R,I,S,S
GN120979,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN120982,S,R,R,R,S,S,S,S,R,S,S,S,S,R,R,S,S
GN120984,S,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,R
GN120987,S,I,I,S,S,S,S,S,R,S,I,S,S,S,S,S,S
GN120989,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN121001,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121006,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,R
GN121010,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121015,R,R,R,S,I,R,I,S,R,S,S,S,S,R,R,S,R
GN121024,R,R,R,S,R,R,S,R,R,S,R,S,S,R,R,S,S
GN121039,R,I,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN121042,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121044,S,R,R,S,S,S,S,S,I,S,S,S,S,S,R,S,S
GN121045,S,I,I,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN121066,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN121068,R,S,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN121084,S,I,R,R,R,R,S,R,R,S,I,S,S,R,R,S,S
GN121102,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN121108,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121127,S,R,R,S,S,R,R,S,I,S,R,S,S,R,I,S,S
GN121128,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,S
GN121143,R,R,R,R,R,R,S,S,R,R,S,S,S,S,S,S,S
GN121151,R,I,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN121163,S,R,I,S,S,R,S,S,S,S,R,S,S,S,I,S,S
GN121164,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121173,S,R,I,S,S,R,S,S,S,S,R,S,S,S,I,S,S
GN121177,R,R,R,R,S,R,R,I,R,S,R,S,S,S,I,S,I
GN121194,S,I,I,S,S,S,S,S,S,S,S,S,I,S,S,R,S
GN121208,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121214,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121220,R,I,R,R,S,R,I,S,R,S,R,S,S,R,R,R,R
GN121225,R,I,R,R,S,R,I,S,R,R,S,S,S,R,R,S,S
GN121243,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,S
GN121281,R,R,R,R,R,R,R,I,R,R,R,S,R,R,R,I,R
GN121285,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN121300,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121304,S,S,I,S,S,R,S,S,S,S,I,S,S,S,S,S,S
GN121305,R,R,R,S,R,R,I,S,R,S,R,S,I,R,R,I,R
GN121308,R,S,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN121319,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,S,R
GN121338,S,I,R,R,R,R,S,R,R,S,I,R,R,R,R,R,R
GN121344,S,R,I,S,S,R,S,S,S,S,R,S,S,S,S,S,S
GN121354,R,I,R,R,S,R,R,R,R,R,I,S,S,R,R,S,R
GN121358,S,R,R,S,S,S,S,I,R,S,S,S,S,S,R,S,R
GN121373,S,I,R,R,I,R,I,S,R,S,I,S,S,R,R,S,S
GN121392,R,I,R,R,R,R,R,R,R,R,R,S,I,R,R,S,S
GN121394,S,I,R,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN121407,S,I,I,R,S,S,S,S,R,S,S,S,S,S,S,S,S
GN121434,R,I,R,R,S,R,S,S,S,S,S,S,S,R,S,S,S
GN121440,R,S,R,R,R,R,R,S,R,R,R,S,S,R,R,S,S
GN121446,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,S
GN121466,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121473,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,I,R
GN121483,R,R,R,R,I,R,R,S,R,R,R,S,S,R,R,I,R
GN121491,S,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN121497,R,R,R,R,S,R,R,S,S,R,R,S,S,R,R,I,R
GN121501,S,I,R,S,S,S,S,S,S,S,R,S,S,S,S,S,S
GN121503,R,S,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN121510,R,R,R,R,I,R,R,S,R,R,R,S,S,R,R,S,R
GN121521,R,R,I,S,S,R,S,S,R,S,S,S,S,S,S,S,S
GN121532,R,R,R,R,R,R,R,S,S,S,R,S,S,R,R,S,R
GN121536,S,I,I,R,S,I,I,S,R,S,R,S,S,S,S,S,S
GN121564,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S
GN121570,S,S,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121576,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121596,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN121600,S,R,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121604,R,R,R,R,R,R,R,I,R,R,R,S,S,S,R,I,R
GN121613,S,I,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121621,S,R,R,S,S,S,S,S,I,S,S,S,S,S,S,I,S
GN121655,R,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121684,R,I,R,R,S,R,S,S,R,S,S,S,S,R,R,S,S
GN121764,S,R,R,R,S,S,S,S,R,S,S,S,S,R,R,S,S
GN121782,R,I,R,R,S,I,I,S,R,S,S,S,S,R,R,I,R
GN121786,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121804,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,I,S
GN121805,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121812,S,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN121819,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121831,S,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,R
GN121835,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121848,R,R,R,R,R,R,R,I,R,R,R,S,I,R,R,R,R
GN121857,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121876,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN121888,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R
GN121890,S,R,R,R,S,R,I,S,R,S,R,S,S,S,R,S,I
GN121900,S,R,R,R,S,R,I,S,R,S,R,S,S,S,I,S,I
GN121920,S,R,S,S,S,S,S,S,R,S,S,S,S,S,S,I,S
GN121926,R,R,S,R,S,R,R,S,R,S,R,S,S,S,S,S,S
GN121944,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN121952,S,R,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN121975,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN121983,R,R,S,R,S,S,S,S,R,S,I,S,S,S,S,S,S
GN121984,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN122009,R,R,R,S,R,S,S,S,I,S,S,S,S,R,R,S,S
GN122011,R,R,R,S,R,S,S,R,I,S,S,R,R,R,R,R,R
GN122045,R,I,S,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN122047,S,I,R,R,R,S,S,S,R,S,I,S,S,R,R,S,S
GN122060,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,I,I
GN122113,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN122116,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN122135,R,R,R,R,S,R,R,S,R,S,S,S,S,R,R,S,S
GN122141,S,R,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN122154,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN122155,R,R,R,R,R,R,R,I,R,S,R,R,R,R,R,R,R
GN122157,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN122160,S,R,R,R,S,S,S,S,R,S,S,S,S,R,R,S,S
GN122162,R,R,R,R,S,S,R,S,R,S,R,S,S,R,R,S,S
GN122233,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN122239,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN122240,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN122261,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,S
GN122280,S,R,R,R,S,S,S,S,R,S,S,S,S,S,S,S,S
GN122284,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S
